jp_type
0.002,-0.00197226,-1.6204,0.014459,1.62687,0.195701,-0.0489451,0.0180831
0.004,-0.00200878,-1.6204,0.014459,1.62687,0.195701,-0.0489451,0.0181858
0.006,-0.00197226,-1.62043,0.0144134,1.62696,0.195701,-0.0489451,0.0180831
0.008,-0.00197226,-1.6204,0.014459,1.62687,0.195701,-0.0489451,0.0181858
0.01,-0.00197226,-1.62043,0.0144134,1.62687,0.195701,-0.0489451,0.0180831
0.012,-0.00197226,-1.62043,0.0144134,1.62687,0.195701,-0.0489451,0.0181858
0.014,-0.00197226,-1.6204,0.014459,1.62696,0.195701,-0.0489451,0.0181858
0.016,-0.00197226,-1.62045,0.014459,1.62687,0.195622,-0.048866,0.0180831
0.018,-0.00200878,-1.62043,0.0144134,1.62687,0.195622,-0.048866,0.0180831
0.02,-0.00197226,-1.62043,0.0144134,1.62687,0.195622,-0.048866,0.0180831
0.022,-0.00200878,-1.62045,0.014459,1.62696,0.195622,-0.048866,0.0181858
0.024,-0.00197226,-1.62045,0.014459,1.62696,0.195622,-0.048866,0.0180831
0.026,-0.00200878,-1.62045,0.014459,1.62687,0.195622,-0.048866,0.0181858
0.028,-0.00200878,-1.62045,0.014459,1.62687,0.195622,-0.048866,0.0180831
0.03,-0.00200878,-1.62048,0.0145047,1.62696,0.195622,-0.048866,0.0181858
0.032,-0.00200878,-1.62048,0.0145047,1.62687,0.195543,-0.0487869,0.0180831
0.034,-0.00197226,-1.62048,0.0145047,1.62687,0.195543,-0.0487869,0.0181858
0.036,-0.00200878,-1.62048,0.0145047,1.62687,0.195622,-0.048866,0.0180831
0.038,-0.00200878,-1.62048,0.0145047,1.62687,0.195622,-0.048866,0.0181858
0.04,-0.00200878,-1.62048,0.0145047,1.62687,0.195622,-0.048866,0.0181858
0.042,-0.00200878,-1.62048,0.0145047,1.62687,0.195622,-0.048866,0.0181858
0.044,-0.00197226,-1.62048,0.0145047,1.62687,0.195622,-0.048866,0.0181858
0.046,-0.00200878,-1.62048,0.0145047,1.62687,0.195622,-0.048866,0.0181858
0.048,-0.00200878,-1.62048,0.0145047,1.62687,0.195543,-0.0489451,0.0180831
0.05,-0.00197226,-1.62051,0.0145503,1.62687,0.195622,-0.048866,0.0181858
0.052,-0.00200878,-1.62048,0.0145047,1.62687,0.195622,-0.048866,0.0181858
0.054,-0.00197226,-1.62045,0.0145503,1.62679,0.195622,-0.048866,0.0181858
0.056,-0.00197226,-1.62048,0.0145047,1.62679,0.195701,-0.0489451,0.0181858
0.058,-0.00200878,-1.62048,0.0145959,1.62679,0.195701,-0.0489451,0.0180831
0.06,-0.00200878,-1.62048,0.0145959,1.62679,0.195701,-0.0489451,0.0180831
0.062,-0.00200878,-1.62051,0.0145503,1.62679,0.195701,-0.0489451,0.0181858
0.064,-0.00197226,-1.62054,0.0145959,1.6267,0.195701,-0.0489451,0.0181858
0.066,-0.00200878,-1.62048,0.0145959,1.6267,0.195622,-0.048866,0.0181858
0.068,-0.00200878,-1.62051,0.0146415,1.6267,0.195622,-0.0490241,0.0181858
0.07,-0.00200878,-1.62051,0.0145503,1.6267,0.195622,-0.0490241,0.0181858
0.072,-0.00200878,-1.62051,0.0146415,1.6267,0.195622,-0.0490241,0.0181858
0.074,-0.00200878,-1.62054,0.0145959,1.6267,0.195622,-0.0490241,0.0181858
0.076,-0.00200878,-1.62051,0.0146415,1.6267,0.195543,-0.0489451,0.0181858
0.078,-0.00200878,-1.62051,0.0146415,1.6267,0.195701,-0.0489451,0.0181858
0.08,-0.00200878,-1.62054,0.0145959,1.6267,0.195622,-0.0490241,0.0181858
0.082,-0.00197226,-1.62054,0.0146871,1.62662,0.195622,-0.0490241,0.0181858
0.084,-0.00200878,-1.62054,0.0146871,1.62662,0.195622,-0.0490241,0.0181858
0.086,-0.00200878,-1.62056,0.0146415,1.62662,0.195622,-0.0490241,0.0181858
0.088,-0.00200878,-1.62054,0.0146871,1.6267,0.195622,-0.0490241,0.0181858
0.09,-0.00200878,-1.62056,0.0147327,1.62662,0.195701,-0.0489451,0.0181858
0.092,-0.00200878,-1.62056,0.0147327,1.62662,0.195622,-0.0490241,0.0181858
0.094,-0.00200878,-1.62056,0.0147327,1.62662,0.195622,-0.0490241,0.0181858
0.096,-0.00200878,-1.62056,0.0147327,1.62662,0.195622,-0.0490241,0.0182886
0.098,-0.00200878,-1.62056,0.0147327,1.62662,0.195622,-0.0490241,0.0181858
0.1,-0.00200878,-1.62056,0.0147327,1.62662,0.195622,-0.0490241,0.0181858
0.102,-0.00200878,-1.62059,0.0146871,1.62662,0.195701,-0.0491032,0.0181858
0.104,-0.00200878,-1.62059,0.0147783,1.62662,0.195701,-0.0491032,0.0181858
0.106,-0.00200878,-1.62059,0.0147783,1.62662,0.195701,-0.0491032,0.0181858
0.108,-0.00200878,-1.62059,0.0147783,1.62662,0.195701,-0.0491032,0.0181858
0.11,-0.00200878,-1.62062,0.0147327,1.62662,0.195622,-0.0490241,0.0181858
0.112,-0.00200878,-1.62062,0.0147327,1.62662,0.19578,-0.0490241,0.0182886
0.114,-0.00200878,-1.62062,0.0147327,1.62662,0.195701,-0.0489451,0.0182886
0.116,-0.00200878,-1.62059,0.0147783,1.62662,0.195701,-0.0489451,0.0182886
0.118,-0.00200878,-1.62062,0.0147327,1.62662,0.19578,-0.0490241,0.0181858
0.12,-0.00200878,-1.62062,0.0148239,1.62662,0.195701,-0.0489451,0.0181858
0.122,-0.00200878,-1.62062,0.0147327,1.6267,0.19578,-0.0490241,0.0182886
0.124,-0.00200878,-1.62062,0.0147327,1.6267,0.19578,-0.0490241,0.0182886
0.126,-0.00200878,-1.62062,0.0147327,1.6267,0.19578,-0.0490241,0.0182886
0.128,-0.00200878,-1.62062,0.0147327,1.6267,0.195701,-0.0489451,0.0182886
0.13,-0.00200878,-1.62062,0.0147327,1.6267,0.195701,-0.0489451,0.0182886
0.132,-0.00200878,-1.62062,0.0147327,1.6267,0.19578,-0.048866,0.0182886
0.134,-0.00200878,-1.62062,0.0147327,1.6267,0.195701,-0.0489451,0.0182886
0.136,-0.00200878,-1.62062,0.0147327,1.6267,0.195701,-0.0489451,0.0182886
0.138,-0.00200878,-1.62062,0.0147327,1.6267,0.19578,-0.048866,0.0183913
0.14,-0.00200878,-1.62062,0.0147327,1.6267,0.19578,-0.048866,0.0183913
0.142,-0.00200878,-1.62062,0.0147327,1.6267,0.19578,-0.048866,0.0183913
0.144,-0.00200878,-1.62062,0.0147327,1.6267,0.195859,-0.0489451,0.0183913
0.146,-0.00200878,-1.62062,0.0147327,1.62679,0.19578,-0.048866,0.0183913
0.148,-0.00200878,-1.62062,0.0147327,1.6267,0.195859,-0.0489451,0.0183913
0.15,-0.00200878,-1.62062,0.0147327,1.6267,0.195859,-0.0489451,0.0184941
0.152,-0.00200878,-1.62062,0.0147327,1.62679,0.195859,-0.0489451,0.0184941
0.154,-0.00200878,-1.62062,0.0147327,1.62679,0.195859,-0.0487869,0.0184941
0.156,-0.00200878,-1.62056,0.0147327,1.62679,0.195859,-0.0489451,0.0184941
0.158,-0.00200878,-1.62059,0.0146871,1.62679,0.195938,-0.048866,0.0184941
0.16,-0.00200878,-1.62062,0.0147327,1.62679,0.195938,-0.048866,0.0184941
0.162,-0.00200878,-1.62059,0.0147783,1.62679,0.195938,-0.048866,0.0184941
0.164,-0.00200878,-1.62059,0.0147783,1.62679,0.195859,-0.0487869,0.0184941
0.166,-0.00200878,-1.62059,0.0147783,1.62679,0.195938,-0.048866,0.0184941
0.168,-0.00200878,-1.62059,0.0147783,1.62679,0.195938,-0.048866,0.0184941
0.17,-0.00200878,-1.62059,0.0147783,1.62679,0.195938,-0.048866,0.0184941
0.172,-0.00200878,-1.62059,0.0147783,1.62679,0.195938,-0.048866,0.0184941
0.174,-0.00200878,-1.62059,0.0147783,1.62679,0.195859,-0.0487869,0.0184941
0.176,-0.00200878,-1.62059,0.0147783,1.62679,0.195938,-0.048866,0.0184941
0.178,-0.00200878,-1.62059,0.0147783,1.62679,0.195859,-0.0487869,0.0185968
0.18,-0.00200878,-1.62059,0.0147783,1.62679,0.195859,-0.0487869,0.0185968
0.182,-0.00200878,-1.62059,0.0147783,1.62679,0.195859,-0.0487869,0.0185968
0.184,-0.00200878,-1.62059,0.0147783,1.62679,0.195859,-0.0487869,0.0184941
0.186,-0.00200878,-1.62062,0.0147327,1.62679,0.195859,-0.0487869,0.0184941
0.188,-0.00200878,-1.62064,0.0147783,1.62679,0.195859,-0.0487869,0.0184941
0.19,-0.00200878,-1.62064,0.0147783,1.62679,0.195859,-0.0487869,0.0184941
0.192,-0.00200878,-1.62062,0.0148239,1.62679,0.195859,-0.0487869,0.0185968
0.194,-0.00200878,-1.62062,0.0148239,1.62679,0.195859,-0.0487869,0.0184941
0.196,-0.00200878,-1.62064,0.0147783,1.62679,0.195859,-0.0487869,0.0184941
0.198,-0.00200878,-1.62064,0.0147783,1.62679,0.195859,-0.0487869,0.0184941
0.2,-0.00200878,-1.62067,0.0148239,1.62679,0.195859,-0.0487869,0.0184941
0.202,-0.00200878,-1.62067,0.0148239,1.62679,0.195859,-0.0487869,0.0184941
0.204,-0.00200878,-1.62067,0.0148239,1.62679,0.195859,-0.0487869,0.0184941
0.206,-0.00200878,-1.62064,0.0148695,1.62679,0.19578,-0.048866,0.0184941
0.208,-0.00200878,-1.6207,0.0148695,1.6267,0.19578,-0.048866,0.0184941
0.21,-0.00200878,-1.6207,0.0148695,1.6267,0.19578,-0.048866,0.0184941
0.212,-0.00200878,-1.6207,0.0148695,1.6267,0.19578,-0.048866,0.0184941
0.214,-0.00200878,-1.6207,0.0148695,1.6267,0.19578,-0.048866,0.0184941
0.216,-0.00200878,-1.6207,0.0148695,1.6267,0.195859,-0.0489451,0.0184941
0.218,-0.00200878,-1.6207,0.0148695,1.6267,0.195859,-0.0489451,0.0184941
0.22,-0.00200878,-1.62073,0.0149152,1.6267,0.195859,-0.0489451,0.0184941
0.222,-0.00200878,-1.6207,0.0149608,1.62679,0.195938,-0.048866,0.0184941
0.224,-0.00200878,-1.6207,0.0149608,1.6267,0.196017,-0.0489451,0.0184941
0.226,-0.00200878,-1.62073,0.0150064,1.6267,0.196017,-0.0489451,0.0184941
0.228,-0.00200878,-1.62073,0.0149152,1.6267,0.195938,-0.0490241,0.0185968
0.23,-0.00200878,-1.62073,0.0150064,1.6267,0.195938,-0.0490241,0.0185968
0.232,-0.00200878,-1.6207,0.0149608,1.6267,0.195938,-0.0490241,0.0184941
0.234,-0.00200878,-1.62075,0.0149608,1.6267,0.196017,-0.0489451,0.0184941
0.236,-0.00200878,-1.62075,0.0149608,1.6267,0.195938,-0.0490241,0.0185968
0.238,-0.00200878,-1.62073,0.0150064,1.6267,0.195859,-0.0489451,0.0185968
0.24,-0.00200878,-1.62075,0.0149608,1.6267,0.195859,-0.0489451,0.0185968
0.242,-0.00200878,-1.62075,0.0149608,1.6267,0.195859,-0.0489451,0.0184941
0.244,-0.00200878,-1.62075,0.0149608,1.6267,0.195859,-0.0489451,0.0185968
0.246,-0.00200878,-1.62075,0.0149608,1.6267,0.19578,-0.048866,0.0185968
0.248,-0.00200878,-1.62073,0.0150064,1.6267,0.19578,-0.048866,0.0184941
0.25,-0.00200878,-1.62073,0.0150064,1.6267,0.19578,-0.048866,0.0184941
0.252,-0.00200878,-1.62075,0.0149608,1.6267,0.19578,-0.048866,0.0184941
0.254,-0.00200878,-1.62075,0.0149608,1.6267,0.19578,-0.048866,0.0183913
0.256,-0.00204531,-1.62073,0.0150064,1.6267,0.19578,-0.048866,0.0183913
0.258,-0.00204531,-1.62075,0.0149608,1.6267,0.19578,-0.048866,0.0183913
0.26,-0.00200878,-1.62073,0.0150064,1.6267,0.195701,-0.0489451,0.0183913
0.262,-0.00204531,-1.62075,0.0149608,1.6267,0.195622,-0.048866,0.0183913
0.264,-0.00200878,-1.62073,0.0150064,1.6267,0.195622,-0.048866,0.0182886
0.266,-0.00204531,-1.62073,0.0150064,1.6267,0.195622,-0.048866,0.0182886
